word,sentence,kannada_meaning,english_meaning,is_correct,annotator,timestamp
ಗುಂಡಿ,ಈಗ ಅವಳು ತನ್ನ ಬ್ಲೌಸಿನ ಒಂದೊಂದೇ ಗುಂಡಿ ಬಿಚ್ಚಿ ಪಕ್ಕಕ್ಕೆ ತೆಗೆದು ಇಟ್ಟಳು.,ಅಂಗಿ ಗುಂಡಿ,Shirt button,Yes,a,2025-02-07 14:26:38
ಗುಂಡಿ,ಗುಂಡಿ ಬಿಚ್ಚಿದ ಫೋಟೋ,ಅಂಗಿ ಗುಂಡಿ,Shirt button,Yes,a,2025-02-07 14:26:38
ಗುಂಡಿ,"ಸಾಕಷ್ಟು ಉದ್ದವಾದ ಛೇದನವನ್ನು ಬೇರ್ಪಡಿಸುವ ಅಗತ್ಯವಿದ್ದಲ್ಲಿ, ವೆಲ್ಕ್ರೋಗೆ ಆದ್ಯತೆ ನೀಡುವುದು ಉತ್ತಮ, ಮತ್ತು ಅದು ತೆಳುವಾದ ಬಟ್ಟೆಯೊಂದರ ವೇಳೆ, ನಂತರ ಸಣ್ಣ ಗುಂಡಿ ಅಥವಾ ಕೊಕ್ಕೆ ಮಾಡುತ್ತದೆ.",ಅಂಗಿ ಗುಂಡಿ,Shirt button,Yes,a,2025-02-07 14:26:38
ಗುಂಡಿ,ಕಿಂಗ್ ಲಿಯರ್‌ನಲ್ಲಿ ಲಿಯರ್ ಮಗಳು ಕಾರ್ಡೀಲಿಯಾಗೆ ಪ್ರೇ ಅನ್‌ಬಟನ್‌ಮಿ (ದಯೆಯಿಟ್ಟು ಗುಂಡಿ ಬಿಚ್ಚು) ಎಂದು ಹೇಳುತ್ತಾನೆ.,ಅಂಗಿ ಗುಂಡಿ,Shirt button,Yes,a,2025-02-07 14:26:38
ಗುಂಡಿ,ಹೀಗೆ ಹೇಳಿ ಕೋಟಿಗೆ ಗುಂಡಿ ಹೊಲಿಯಲು ಪ್ರಾರಂಭಿಸಿದರು.,ಅಂಗಿ ಗುಂಡಿ,Shirt button,Yes,a,2025-02-07 14:26:38
ಗುಂಡಿ,ಎಷ್ಟೇ ನಿಗಾ ವಹಿಸಿದರೂ ಪ್ಯಾಂಟನ್ನು ಏರಿಸಿ ಸೊಂಟದ ಗುಂಡಿ ಹಾಕುವಾಗ ಆಗುವ ಬಿಗಿತ.,ಅಂಗಿ ಗುಂಡಿ,Shirt button,Yes,a,2025-02-07 14:26:38
ಗುಂಡಿ,ಈ ಗುಂಡಿ ತಪ್ಪಿದ ಅಂಗಿ,ಅಂಗಿ ಗುಂಡಿ,Shirt button,Yes,a,2025-02-07 14:26:38
ಗುಂಡಿ,"ಕತ್ತರಿಸುವವನು ಯಾರೋ, ಗುಂಡಿ ಹಾಕುವವನು ಯಾರೋ, ಇನ್ನು ಅದೆಷ್ಟು ಜನರ ಶ್ರಮ ಅಡಗಿದೆಯೋ, ಅಂತೂ ಇದ ನನ್ನ ಶರ್ಟ್ ಎಂದು ಬೀಗುವವರು ನಾವು.",ಅಂಗಿ ಗುಂಡಿ,Shirt button,Yes,a,2025-02-07 14:26:38
ಗುಂಡಿ,ಗುಂಡಿ ಹಾಕದೆ ತೆರೆದಿದ್ದ ಬಿಳಿಯ ಕೋಟಿನ ಒಳಗೆ ಧರಿಸಿದ್ದ ಶರಟಿನ ಗುಂಡಿಗಳನ್ನು ಬಿಸಿಲಿಗೆ ಹೊಳೆಯುತ್ತಿದ್ದುವು.,ಅಂಗಿ ಗುಂಡಿ,Shirt button,Yes,a,2025-02-07 14:26:38
ಗುಂಡಿ,ಇವತ್ತು ಟೈಲರ್ ಅಂಗಡಿಯವನು ಕೊಟ್ಟ ಗುಂಡಿ ಕಾಜದ ಕೆಲಸ ಮುಗಿಸಿ ಬಿಡಬೇಕು.,ಅಂಗಿ ಗುಂಡಿ,Shirt button,Yes,a,2025-02-07 14:26:38
ಗುಂಡಿ,"ಮನೆಯಲ್ಲಿ ತಯಾರಿಸಿದ ಉಡುಗೊರೆ ಸಲಹೆಗಳೆಂದರೆ knitted mittens, ಕಸೂತಿ ಹಾಸಿಗೆ ಚಪ್ಪಲಿಗಳು ಮತ್ತು ಕೈಚೀಲಗಳು, ಕೊರೆಯಚ್ಚು ಲ್ಯಾಂಪ್ಶೇಡ್ಸ್, ಕೈಯಿಂದ ಚಿತ್ರಿಸಿದ ಗುಂಡಿ ಪೆಟ್ಟಿಗೆಗಳು ಮತ್ತು ಬಹುಶಃ ವಿಕ್ಟೋರಿಯನ್ ಗಿಫ್ಟ್ ಪಟ್ಟಿಯಲ್ಲಿ ದುಃಖಿಸುವ ಮಹಿಳೆಯ ಕೈಯಿಂದ ಹೊಲಿಯಲ್ಪಟ್ಟ ಕಪ್ಪು ಆಪ್ರೋನ್.",ಅಂಗಿ ಗುಂಡಿ,Shirt button,Yes,a,2025-02-07 14:26:38
