word,sentence,kannada_meaning,english_meaning,is_correct,annotator,timestamp
ತಿಳಿ,"ಮಾತುಮಾತಿಗೆ ಉರಿದು ಬೀಳುವ ಅಣ್ಣನ ಎದುರೇ, ತಂಗಿಗೆ ತಿಳಿ ಗುಲಾಬಿ ಪಾರದರ್ಶಕ ನಾಜೂಕು ರೆಕ್ಕೆಗಳು ಮೂಡಿ ಅವಳು ಮೆಲ್ಲಗೆ ಅಂತರಿಕ್ಷದಲ್ಲಿ ಏರುತ್ತ ಫ್ಯಾನಿನ ರೆಕ್ಕೆ ತಗುಲಿದ್ದೇ ಶಾಪವಿಮೋಚನೆಗೊಂಡು ಯಾವುದೋ ನಿರ್ಜನ ರೈಲೊಂದರ ಧಡೂತಿ ಡೀಸೆಲ್ ಎಂಜಿನ್ ಡ್ರೈವರ್ ಆಗುವಳು.","ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene",Yes,Darshan N,2025-02-12 14:44:27
ತಿಳಿ,"ಡಿಎಫ್‌ಆರ್‌ಎಲ್‌ ಸಂಸ್ಥೆಯ ತಂತ್ರಜ್ಞಾನದಿಂದ ಟೊಮೆಟೊವನ್ನು ಸಂಸ್ಕರಿಸುವುದಲ್ಲದೆ ಅದನ್ನು ಬಳಕೆ ಮಾಡಿಕೊಂಡು ಟೊಮೆಟೊ ಸಾಂಬಾರ್‌, ಚಟ್ನಿ, ಸಾಸ್‌, ತಿಳಿ ಸಾಂಬಾರ್‌ ಪೇಸ್ಟ್‌, ಪಲ್ಫ್‌, ಹಸಿರು ಟೊಮೆಟೊ ಪೇಸ್ಟ್‌ನಂತಹ ಆಹಾರ ಪದಾರ್ಥಗಳನ್ನು ತಯಾರಿಸಬಹುದು.","ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene",Yes,Darshan N,2025-02-12 14:44:27
ತಿಳಿ,"ಕಾಳುಗಳು ತಿಳಿ ಕಂದು ಬಣ್ಣ ಹೊಂದಿದ್ದು, ಬೇಳೆ ತಯಾರಿಸಲು ಉತ್ತಮವಾಗಿರುತ್ತದೆ.","ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene",Yes,Darshan N,2025-02-12 14:44:27
ತಿಳಿ,ಹೀಗೆ ಎಲ್ಲವನ್ನೂ ತಿಳಿ ಹಾಸ್ಯದಿಂದ ನಿರ್ದೇಶಕರು ಅಚ್ಚುಕಟ್ಟಾಗಿ ಕಟ್ಟಿಕೊಟ್ಟಿದ್ದಾರೆ.,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene",Yes,Darshan N,2025-02-12 14:44:27
ತಿಳಿ,ಅದು ಹಣ್ಣಾಗಿ ತುಂಬಿದ ಬಸುರಿಯ ಪರಿಮಳದಂತೆ ತಿಳಿ ಅರಶಿನ ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಅದರೊಳಗಿನ ನಸುಗೆಂಪು ಹಣ್ಣನ್ನು ಅಳಿಲುಗಳು ತಿನ್ನುತ್ತಿದ್ದವು.,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene",Yes,Darshan N,2025-02-12 14:44:27
ತಿಳಿ,ತಿಳಿ ನೀಲಿ ಬಣ್ಣವು ಸ್ವಾಭಾವಿಕ ಸೌಂದರ್ಯದ ಪ್ರತೀಕ.,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene",Yes,Darshan N,2025-02-12 14:44:27
ತಿಳಿ,ಶ್ರಾವಣದಲ್ಲಿ ಅವೆಲ್ಲಾ ಮಾಯವಾಗಿ ಸಣ್ಣಗಿನ ತಿಳಿ ಜಲ ಜುಳು ಜುಳನೆ ಹರಿಯುತ್ತದೆ.,"ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene",Yes,Darshan N,2025-02-12 14:44:27
ತಿಳಿ,"ತಿಳಿ ಗುಲಾಬಿ ಬಣ್ಣದ, ಸಿಲ್ವರ್ ಮತ್ತು ಗೋಲ್ಡ್ ಕಂಬಿನೇಷನ್ ನಲ್ಲಿ ಪರ್ಲ್ ಮತ್ತು ಬೀಡ್ಸ್ ಗಳೊಂದಿಗೆ ತಯಾರಿಸಿದ ಸಬ್ಯಾಸಾಚಿ ಲೆಹಂಗಾದಲ್ಲಿ ಅನುಷ್ಕಾ ಕಂಗೊಳಿಸುತ್ತಿದ್ದರು.","ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene",Yes,Darshan N,2025-02-12 14:44:27
ತಿಳಿ,"ತಿಳಿ ಹಾಸ್ಯದೊಂದಿಗೆ ಸಾಗುವ ಚಿತ್ರವು ಮಧುರವಾದ ಪ್ರೇಮದ ಘಮಲಿನ ಸ್ಪರ್ಶದೊಂದಿಗೆ ಹೆಣ್ಣಿನ ಅಸಾಹಯಕತೆಯನ್ನು ತೆರೆದಿಡುತ್ತಾ, ಮಾಧ್ಯಮಗಳ ಹುಚ್ಚುತನವನ್ನು ಬಯಲಿಗೆಳೆಯುತ್ತಾ ಹೆಣ್ಣುಮಗಳ ಮೌಲ್ಯವನ್ನು ತಿಳಿಸುವುದರೊಂದಿಗೆ ಕೊನೆಯಾಗುತ್ತದೆ.","ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene",Yes,Darshan N,2025-02-12 14:44:27
ತಿಳಿ,"ತಿಳಿ ಹಸಿರು ಎಂಬುದು ವಸಂತ ಮನಸ್ಥಿತಿ, ಗಾಳಿ, ಶುದ್ಧತೆ ಮತ್ತು ತಣ್ಣನೆಯ ಬಣ್ಣವಾಗಿದೆ.","ಸ್ವಚ್ಛತೆ, ನೈರ್ಮಲ್ಯ","Cleanliness, hygiene",Yes,Darshan N,2025-02-12 14:44:27
