word,sentence,kannada_meaning,english_meaning,is_correct,annotator,timestamp
ತುರಿ,"ನಾವು ಕ್ಯಾರೆಟ್ ಮತ್ತು ಈರುಳ್ಳಿವನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ, ಈರುಳ್ಳಿ ಚೆನ್ನಾಗಿ ನುಣ್ಣಗೆ ಹಾಕಿ ಸಣ್ಣ ಕ್ಯಾರಟ್ನಲ್ಲಿ ಕ್ಯಾರೆಟ್ ತುರಿ ಮಾಡಿ ಟೊಮ್ಯಾಟೊ ಮಾಂಸ ಬೀಸುವ ಮೂಲಕ ಹಾದುಹೋಗಲಿ.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,"ಅದೇ ಬಾಣಲಿಗೆ ಸೇಬುಹಣ್ಣಿನ ತುರಿ ಹಾಕಿ, ಚೆನ್ನಾಗಿ ಮಗುಚಿ, ಅದಕ್ಕೆ ಸಕ್ಕರೆ ಬೆರೆಸಿ.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,"ನಂತರ ಅದಕ್ಕೆ ಹದವಾಗಿ ಒಗ್ಗರಣೆ ಹಾಕಿ, ಮೇಲೆ ನಾಲ್ಕಾರು ಕೊಬ್ಬರಿ ತುರಿ ಉದುರಿಸಿದರೆ ರುಚಿ ರುಚಿ ಹುಳಿಯನ್ನ ಸಿದ್ದ.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,", ಸಂಸ್ಕರಿಸಿದ ಚೀಸ್ ತುರಿ ಸಾರು ಅವುಗಳನ್ನು ಕಳುಹಿಸಿ.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,ಈಗ ದಂಡ ತುರಿಯುವ ಮಣೆ ಮೇಲೆ ಚೀಸ್ ತುರಿ ಮತ್ತು ಹಾಳೆಯ ನಿಮ್ಮ ಹಾಳೆಯಲ್ಲಿ ಚೀಸ್ ಮೂರನೇ ಒಂದು ಸುರಿಯುತ್ತಾರೆ (ಉದ್ದ ರೋಲ್ ಉದ್ದಕ್ಕೆ ಸಮನಾಗಿರುವುದು ಇರಬೇಕು).,ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,ಮೊಟ್ಟೆಗಳನ್ನು ಕುದಿಸಿ ಮತ್ತು ಅವುಗಳನ್ನು ತುರಿ ಮಾಡಿ.,ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,"ದಟ್ಟಣೆ ಮತ್ತು ಮೂಗಿನ ಊತ ತೆಗೆದುಹಾಕಲು, ಬಹಳ ಉತ್ತಮ ತುರಿಯುವ ಮಣೆ ಮೇಲೆ ತಾಜಾ ಶುಂಠಿ ಮೂಲ ತುರಿ ಮತ್ತು ರಸ ಹಿಂಡು.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,"ನೆನೆಸಿದ ಕುಚ್ಚಿಗೆ ಅಕ್ಕಿ 2 ಕಪ್, ನೆನೆಸಿದ ಬೆಳ್ತಿಗೆ ಅಕ್ಕಿ (ದೋಸೆ ಅಕ್ಕಿ) 1 ಕಪ್, ತೆಂಗಿನಕಾಯಿ ತುರಿ 1 ಕಪ್, ಈರುಳ್ಳಿ 2, ಹಸಿಮೆಣಸಿನಕಾಯಿ 2, ಶುಂಠಿ ಒಂದು ಇಂಚು, ಕರಿಬೇವಿನ ಎಲೆಗಳು 10, ಉಪ್ಪು ರುಚಿಗೆ ತಕ್ಕಷ್ಟು.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,"ನೀವು ಮೊದಲ ಒರಟಾದ ತುರಿಯುವ ಮಣೆ ಮೇಲೆ, ಬೆಣ್ಣೆ ತುರಿ ಮಾಡಬೇಕು ನಂತರ ಸಕ್ಕರೆ, ಮೊಟ್ಟೆ ಮತ್ತು ಹಿಟ್ಟಿನ ಪುಟ್.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,ಕ್ಯಾರೆಟ್ ತುರಿ ಮತ್ತು ತರಕಾರಿ ಎಣ್ಣೆಯಲ್ಲಿ ಆರಿಸು.,ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,ಕಾಯಿ ತುರಿ - 2 ಚಮಚ,ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,"ಕ್ಯಾರೆಟ್ ಕ್ಲೀನ್, ತುರಿ ಒರಟಾಗಿ ಇವೆ.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,ಇಳಿಸುವ ಮುನ್ನ ತೆಂಗಿನ ಕಾಯಿ ತುರಿ ಸೇರಿಸಿದರೆ ರುಚಿ ಇನ್ನಷ್ಟು ಹೆಚ್ಚುತ್ತದೆ.,ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,", ಸೌತೆಕಾಯಿ ತಿರುಳು ತುರಿ ಪಾರ್ಸ್ಲಿ ಮತ್ತು ಹಾಲೊಡಕು ಸೇರಿಸಿ.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,"ತರಕಾರಿಗಳನ್ನು ತಯಾರಿಸಿ, ಶುಂಠಿ ಮತ್ತು ಬೆಳ್ಳುಳ್ಳಿಯನ್ನು ತುರಿ ಮಾಡಿ, ಎಲ್ಲವೂ ಸಿದ್ಧವಾಗುತ್ತವೆ.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,ಆಲೂಗಡ್ಡೆ ತುರಿ,ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,"ಒರಟಾಗಿ, ಒಂದು ತುರಿಯುವ ಮಣೆ ಮೇಲೆ ಹಣ್ಣು ತುರಿ ಸಾಸ್ ಮತ್ತು ಚೂರುಚೂರು ಮೂಲಂಗಿ ಸೇರಿಸಿ.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,"ನೀವು ಒಂದು ದೊಡ್ಡ ತುರಿಯುವ ಮಣೆ ಮೇಲೆ ಚೀಸ್ ತುರಿ ಮಾಡಬೇಕು ನಂತರ, ಒಂದು ಚಾಕುವಿನಿಂದ ಬೆಳ್ಳುಳ್ಳಿ ಕೊಚ್ಚು ಅಥವಾ ಪತ್ರಿಕಾ ಮೂಲಕ ಹಾದುಹೋಗುತ್ತವೆ.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,ಜೀರಿಗೆ ಎಣ್ಣೆ ತುರಿ ಕಜ್ಜಿಗೆ ಉತ್ತಮ ಔಷದಿ .,ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,No,Darshan R K,2025-02-05 19:21:02
ತುರಿ,"ಘನ ಚೀಸ್ ತುರಿ 100-150 ಗ್ರಾಂ ಟೊಮ್ಯಾಟೊ, ಟಕ್ ಮೇಯನೇಸ್, ಮೆಣಸು ಸಂಪರ್ಕ.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,ಕೊಬ್ಬರಿ ತುರಿ – 1 ಕಪ್,ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,"ಮಾರ್ಜಕಗಳ ನೂರು ಗ್ರಾಂ ತುರಿ ಒಂದು ತುರಿಯುವ ಮಣೆ ಮೇಲೆ ಇದನ್ನು ಮಾಡಲು, ನೀರಿನ ಒಂದು ಲೀಟರ್ ಮೇಲೆ ಸುರಿಯುತ್ತಾರೆ.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,ಈಗ ನೀವು ಕ್ಯಾರೆಟ್ ತುರಿ ಮತ್ತು ಮೊಟ್ಟೆ ಮೇಲೆ ಲೇ ಅಗತ್ಯವಿದೆ.,ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,"ಮುಖ್ಯವಾಗಿ ಇದಕ್ಕೆ ಬೇಕಿರುವುದು ಬ್ರೆಡ್‌ ಪೀಸ್‌ ನಾಲ್ಕು, ಕ್ಯಾರೆಟ್‌ ಎರಡು, ಒಣಮೆಣಸು ಮೂರು, ಉಪ್ಪು ರುಚಿಗೆ ತಕ್ಕಷ್ಟು, ಪುದೀನಾ ಸೊಪ್ಪು ಒಂದು ಹಿಡಿ, ಹಸಿ ಮೆಣಸು ಎರಡು, ಕಾಯಿ ತುರಿ ಎರಡು ಚಮಚ, ಲಿಂಬೆ ರಸ ಒಂದು ಚಮಚ, ತುರಿದ ಪನ್ನೀರ್‌ ದೊಡ್ಡ ಚಮಚದಲ್ಲಿ ಎರಡು.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:02
ತುರಿ,"ತೊಟ್ಟುಗಳನ್ನು ಬೀಟ್ ಎಲೆಗಳು ತೊಟ್ಟುಗಳನ್ನು ಅಡುಗೆಯ ಕೊನೆಯಲ್ಲಿ ಎಲೆಗಳನ್ನು ಸೇರಿಸಿ, ತರಕಾರಿ ತೈಲ ಒಂದು ಪ್ಯಾನ್ ವಿನೆಗರ್, ಬೀಟ್ಗೆಡ್ಡೆಗಳು ತುರಿ ಮತ್ತು ಸ್ಟ್ಯೂ ಬೇಯಿಸಲಾದ ಮಾಡಬೇಕು.",ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:03
ತುರಿ,ಚೀಸ್ ತುರಿ ಅಥವಾ ಚಾಪ್ ಉತ್ತಮ ಅದರೊಂದಿಗೇ.,ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:03
ತುರಿ,ಸಹ ಪ್ರತ್ಯೇಕವಾಗಿ ತಾಜಾ ಗಿಡಮೂಲಿಕೆಗಳು ಮತ್ತು ತುರಿ ಚೀಸ್ ಕೊಚ್ಚು ಅಗತ್ಯವಿದೆ.,ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:03
ತುರಿ,ಆಲೂಗಡ್ಡೆಗಳು ಮತ್ತು ಈರುಳ್ಳಿ ಸಣ್ಣ ತುಂಡುಗಳನ್ನು ಮತ್ತು ಕ್ಯಾರೆಟ್ ತುರಿ ಕತ್ತರಿಸಿದ್ದನ್ನು.,ತೆಂಗಿನಕಾಯಿ ಕೊಬ್ಬರಿ ಹೆರೆ,Grated,Yes,Darshan R K,2025-02-05 19:21:03
